permit_number,streetname,Cross Street 1,Cross Street 2,Permit Type,Agent,AgentPhone,Permit Purpose,Approved Date,Status,cnn,permit_zipcode,permit_start_date,permit_end_date,permit_address,24/7 Contact,Inspector,CurbRampWork,X,Y,Latitude,Longitude,Location
19EXC-00121,28TH AVE,CALIFORNIA ST,CLEMENT ST,Excavation,"Precision Engineering, Inc.",415-802-6641,Various Locations Pavement Renovation No.37 and Sewer Replacement,03/05/2019,APPROVED,1577000,94121,03/08/2019,07/08/2020,,Juan Perez (415) 760-8744,Joseph Liu,,5987151.97458,2113602.02096,37.7828058118879,-122.488151230918,POINT (-122.488151230918 37.7828058118879)
19EXC-01751,FILLMORE ST,PINE ST,,Excavation,"Esquivel Grading & Paving, Inc.",408-728-5247,Various Locations Pavement  Renovation No 39 and Sewer Replacement,04/25/2019,APPROVED,26609000,,04/28/2019,10/13/2021,,415-354-4870,Joseph Liu,true,6002938.41718,2115144.81428,37.7879502586027,-122.433647123857,POINT (-122.433647123857 37.7879502586027)
18WR-0235,SCOTT ST,JEFFERSON ST,CERVANTES BLVD \ MARINA BLVD \ MARINA GREEN DR,Wireless,"GTE Mobilnet of California, Limited Partnership",415-989-1102,,04/11/2019,APPROVED,11724000,94123,04/11/2019,01/31/2030,501 MARINA BLVD,Refer to Agent,,,6000531.4531,2121621.012,37.8055953210412,-122.442439891382,POINT (-122.442439891382 37.8055953210412)
04IE-683,DIVISADERO ST,HAYES ST,GROVE ST,StrtImprov,Erin Lilly Designs,(415) 885-6000,portions of sidewalk to construct an ADAAG-compliant level landing at the Divisadero St. frontage; and reconstruct (e) portions of non-compliant and/or damaged sidewalk to City Std. sidewalk; (e) curb ramp may remain; all work as directed by DPW Inspector fronting the subject property.,11/03/2004,ACTIVE,4803101,94117,,,,,,,6001601.83866,2110621.35592,37.7754540626207,-122.437947303888,POINT (-122.437947303888 37.7754540626207)
19IE-00378,30TH AVE,GEARY BLVD,ANZA ST,StrtImprov,"Zolman Construction & Development, Inc.",415-298-3189,"Construction of a temporary curb cut on 30th Ave between Geary and Anza to be restored to city standard no later than December 31, 2022.",04/17/2019,ACTIVE,1642000,94121,,12/31/2022,600 32ND AVE,Refer to Agent,George Shami,,5986283.98258,2111825.62542,37.7778776613245,-122.49102331153,POINT (-122.49102331153 37.7778776613245)
07IE-0678,11TH AVE,BALBOA ST,CABRILLO ST,StrtImprov,NMS Brosnan Construction,(415) 341-3511,"Repair curb, curb cut and sidewalk to City Standards per NTR # 35614. Provide 2-foot pavement conform. All work is directed by the BSM inspector. Street space 25 LF.",10/16/2007,ACTIVE,498000,94118,,,654 11TH AVE,,Michael Pavich,,5992595.40008,2110997.8669,37.7759715770026,-122.469129843339,POINT (-122.469129843339 37.7759715770026)
15WR-0013,CHESTNUT ST,MASON ST,COLUMBUS AVE \ TAYLOR ST,Wireless,"ExteNet Systems, Inc.",5042014632,,12/15/2015,APPROVED,3959000,94133,12/15/2015,09/30/2026,600 CHESTNUT ST,Nicole Mason 510-468-3802,,,6008849.20845,2120803.97164,37.8038225183362,-122.413597200208,POINT (-122.413597200208 37.8038225183362)
18EXC-6333,EMERSON ST,GEARY BLVD,,Excavation,"JMB Construction, Inc.",(415) 740-0269,GEARY BLVD SEWER AND WATER IMPROVEMENTS,01/24/2019,ACTIVE,26900000,94118,01/28/2019,02/15/2021,3746 GEARY BLVD,415-740 0269,Marc Anthony Bura,,5995352.21757,2112920.9126,37.7814106569753,-122.459732679274,POINT (-122.459732679274 37.7814106569753)
05IE-0506,STEINER ST,JACKSON ST,PACIFIC AVE,StrtImprov,Glenn Reynolds Design,(415) 885-4016,"Reconstruct concrete curb and sidewalk w/ min 2' saw-cut/ AC paving conform per C.S. as directed by DPW inspector.  (NOTE: At the end of the project, if the sidewalk is kept in tact, then a Special Sidewalk permit will be required for non-standard scoring).",11/06/2006,ACTIVE,12145000,94115,,,2511 STEINER ST,,,,6002178.45211,2116829.45891,37.7925327093666,-122.436397079041,POINT (-122.436397079041 37.7925327093666)
15WR-0559,25TH ST,HOFFMAN AVE,,Wireless,Crown Castle NG West LLC,408-468-5575,,11/30/2015,APPROVED,26082000,94114,11/30/2015,08/31/2026,4606 25TH ST,Refer to Agent,,,6000599.40966,2101148.15005,37.7493859192351,-122.440735264583,POINT (-122.440735264583 37.7493859192351)
19EXC-00229,UPLAND DR,WESTGATE DR,,Excavation,"Precision Engineering, Inc.",415-802-8666,2793J - Park Merced,04/05/2019,APPROVED,22760000,,04/22/2019,07/31/2020,,Juan Perez - 415 760 8744,Denny Phan,,5993543.3151,2094225.09522,37.7299725826411,-122.464632570183,POINT (-122.464632570183 37.7299725826411)
07MSE-0333,ORIZABA AVE,DE LONG ST,END,MinorEnc,Sherman Yan,(415) 337-5396,Concrete retaining wall and stairs encroaching 7’-6” into the 15’ sidewalk per approved plan and per neighborhood pattern,02/09/2009,ACTIVE,9978000,94112,,,16 ORIZABA AVE,Refer to agent,Amanda Moore,,5994031.1308,2086905.58175,37.7099030682358,-122.462415454111,POINT (-122.462415454111 37.7099030682358)
07IE-0584,LOMBARD ST,BUCHANAN ST,WEBSTER ST,StrtImprov,EF Gomez Cement Contractor,(415) 822-4130,Reconstruct portion of curb & driveway cut to meet city standards as directed by citty inspector. (Pre-site meeting with the inspector is required).,09/06/2007,ACTIVE,8458101,94123,,,1852 LOMBARD ST,,,,6003489.11254,2119705.72383,37.8005045773262,-122.432067641872,POINT (-122.432067641872 37.8005045773262)
16WR-0284,DRUMM ST,WASHINGTON ST,JACKSON ST,Wireless,AT&T Mobility,,,02/17/2017,APPROVED,4973000,94111,02/17/2017,11/30/2027,100 WASHINGTON ST,Refer to Agent (925) 549-9671,,,6013384.78894,2117985.3736,37.796336959791,-122.397703632232,POINT (-122.397703632232 37.796336959791)
15WR-0307,MISSION ST,05TH ST,MINT ST,Wireless,Verizon Wireless,4082195442,,02/23/2016,APPROVED,9097000,94103,02/23/2016,11/30/2026,88 05TH ST,Refer to Agent Kevin Bowyer,,,6010539.75953,2113092.32302,37.782742975839,-122.40720298688,POINT (-122.40720298688 37.782742975839)
06IE-0399,EXECUTIVE PARK BLVD,SANDPIPER COVE WAY \ THOMAS MELLON DR,CRESCENT WAY,StrtImprov,"A.R. Sanchez-Corea & Associates, Inc.",(415) 333-8080,"Please see attached draft DPW Order No., XXX,XXX CFC will not be issued until the Sidewalk Legislation is approved  by the Board",09/14/2009,ACTIVE,5373201,94134,,,301 EXECUTIVE PARK BLVD,00,,,6014761.54111,2086930.26051,37.7111428078673,-122.390768389628,POINT (-122.390768389628 37.7111428078673)
15WR-0145,LEAVENWORTH ST,POST ST,SUTTER ST,Wireless,"ExteNet Systems, Inc.",415-377-7826,,12/24/2015,APPROVED,8245000,94109,12/24/2015,09/30/2026,729 LEAVENWORTH ST,Nicole Mason 510-468-3802,,,6008262.66664,2115008.43861,37.7878764657549,-122.415216469117,POINT (-122.415216469117 37.7878764657549)
18WR-0118,VALENCIA ST,MARKET ST,MCCOPPIN ST,Wireless,"Mobilitie, LLC",562-631-7008,,08/15/2018,APPROVED,13052201,94103,08/15/2018,05/31/2029,1707 MARKET ST,Refer to Agent,,,6006085.67231,2109286.9284,37.7720440066613,-122.422341802982,POINT (-122.422341802982 37.7720440066613)
17CP-0001,SAROYAN PL,COLUMBUS AVE \ JACK KEROUAC ALY,END,CommemPl,San Francisco Public Works,415-554-5810,Place 10 bronze plaques commemorating historical landmarks in the Top of Broadway Community Benefit District.1.	270 Columbus Ave.2.	12 Saroyan Pl.3.	1011 Kearny St.4.	592 Pacific Ave.5.	1033 Kearny St.6.	440 Broadway7.	473 Broadway8.	500 Broadway9.	506 Broadway10.	534 Broadway,01/17/2018,ACTIVE,11656000,94133,,,,Refer to Agent,George Shami,,6010974.94106,2118485.99421,37.7975770535843,-122.40607754047,POINT (-122.40607754047 37.7975770535843)
19EXC-01751,BUCHANAN ST,CLAY ST,,Excavation,"Esquivel Grading & Paving, Inc.",408-728-5247,Various Locations Pavement  Renovation No 39 and Sewer Replacement,04/25/2019,APPROVED,26563000,,04/28/2019,10/13/2021,,415-354-4870,Joseph Liu,true,6003751.85237,2116285.89367,37.7911294944196,-122.430914254207,POINT (-122.430914254207 37.7911294944196)
07IE-0318,FITZGERALD AVE,HAWES ST,INGALLS ST,StrtImprov,HAWK LEE,(415) 681-6325,Reconstruct sidewalk & curb with 2' pavement/SW per city standards. Install new 10'x3' driveway cut as directed by city  inspector.,09/15/2007,ACTIVE,5599000,94124,,,1183 FITZGERALD AVE,,,,6014741.74522,2090402.26111,37.7206751454511,-122.391079331113,POINT (-122.391079331113 37.7206751454511)
15WR-0172,TURK ST,TAYLOR ST,JONES ST,Wireless,"ExteNet Systems, Inc.",415-377-7826,,12/18/2015,APPROVED,12717000,94102,12/18/2015,09/30/2026,168 TURK ST,nicole mason 510-468-3802,,,6009188.16578,2113278.96503,37.7831797160493,-122.411892140045,POINT (-122.411892140045 37.7831797160493)
13IE-0713,JACKSON ST,MAPLE ST,CHERRY ST,StrtImprov,Gary Bell & Associates,415-902-5400,reconstruct driveway with 2' pavement conform and sidewalk.,04/23/2014,ACTIVE,7417000,94118,,,3760 JACKSON ST,Refer to Agent,George Shami,,5996245.64343,2115936.04863,37.7897407509318,-122.456860018734,POINT (-122.456860018734 37.7897407509318)
08IE-0620,DIVISADERO ST,GARDEN ST,POST ST,StrtImprov,SKS INVESTMENTS,(415) 421-8200,"New City Standard sidewalk, ADA curb ramps, curb and gutter, curb with parking strip and curb cut fronting the subject location.",04/21/2009,ACTIVE,4812102,94115,,,1545 DIVISADERO ST,Refer to Agent,Michael Pavich,,6001135.33936,2113755.81808,37.7840339599606,-122.43978580878,POINT (-122.43978580878 37.7840339599606)
15WR-0339,HOWARD ST,SPEAR ST,,Wireless,Verizon Wireless,4082195442,,10/19/2015,APPROVED,24547000,94105,10/19/2015,07/31/2026,121 SPEAR ST,Refer to Agent Kevin Bowyer,,,6014757.83082,2116474.47111,37.7922647371784,-122.392846824047,POINT (-122.392846824047 37.7922647371784)
19EXC-01141,CENTRAL AVE,WALLER ST,HAIGHT ST,Excavation,A. Ruiz Construction Co.,(415)310-0157,Upper Haight Transit Improvements and Pedestrian Realm Project,05/31/2019,APPROVED,3860000,94117,06/03/2019,08/31/2021,,Refer to Agent 415-310-0157,Tiffany Montoya,,5999939.84633,2108655.50121,37.7699616707674,-122.443555263039,POINT (-122.443555263039 37.7699616707674)
18WR-0061,HOWARD ST,04TH ST,05TH ST,Wireless,"Mobilitie, LLC",650-814-0564,,07/19/2018,APPROVED,7039001,94103,07/19/2018,04/30/2029,888 HOWARD ST,Refer to Agent,,,6011290.98473,2112789.01326,37.7819521716872,-122.404582693501,POINT (-122.404582693501 37.7819521716872)
15WR-0159,UNION ST,TAYLOR ST,MARION PL,Wireless,"ExteNet Systems, Inc.",415-377-7826,,09/02/2016,APPROVED,12853000,94133,09/02/2016,06/30/2027,962 UNION ST,nicole mason 510-468-3802,,,6008372.23991,2119361.34558,37.7998346340217,-122.415145605012,POINT (-122.415145605012 37.7998346340217)
15CN-0267,MALLORCA WAY,CAPRA WAY,BEACH ST \ CERVANTES BLVD,conformity,EAG Studio,(415) 300-0585,,12/04/2015,ACTIVE,8638000,94123,,,268 MALLORCA WAY,415-300-0585,George Shami,,6001462.34757,2120821.43584,37.8034529131284,-122.439161062936,POINT (-122.439161062936 37.8034529131284)
19EXC-01751,PINE ST,VAN NESS AVE,FRANKLIN ST,Excavation,"Esquivel Grading & Paving, Inc.",408-728-5247,Various Locations Pavement  Renovation No 39 and Sewer Replacement,04/25/2019,APPROVED,10478000,94109,04/28/2019,10/13/2021,,415-354-4870,Joseph Liu,,6006036.72116,2115575.30461,37.7893075900935,-122.422958145931,POINT (-122.422958145931 37.7893075900935)
15MSE-0088,COLE ST,CARL ST,PARNASSUS AVE,MinorEnc,Allan Automatic Sprinkler Corp,510-785-4200,New FDC Connection,03/18/2015,ACTIVE,4243000,94117,,,930 COLE ST,510-785-4200,Amanda Moore,,5998126.6587,2107014.22953,37.7653515808594,-122.449708725619,POINT (-122.449708725619 37.7653515808594)
19EXC-01751,LAGUNA ST,CLAY ST,WASHINGTON ST,Excavation,"Esquivel Grading & Paving, Inc.",408-728-5247,Various Locations Pavement  Renovation No 39 and Sewer Replacement,04/25/2019,APPROVED,7971000,94115,04/28/2019,10/13/2021,,415-354-4870,Joseph Liu,,6004206.17024,2116512.61821,37.7917777537238,-122.429358504058,POINT (-122.429358504058 37.7917777537238)
19EXC-00229,OLYMPIA WAY,PANORAMA DR,DELLBROOK AVE,Excavation,"Precision Engineering, Inc.",415-802-8666,2793J - Park Merced,04/05/2019,APPROVED,9940000,94131,04/22/2019,07/31/2020,,Juan Perez - 415 760 8744,Denny Phan,,5997203.66873,2101888.77186,37.7512255149136,-122.452531197618,POINT (-122.452531197618 37.7512255149136)
16V-0047,MISSION ST,LAFAYETTE ST,12TH ST \ OTIS ST \ SOUTH VAN NESS AVE,Vault,David Cumby,(415) 505-1536,"On Mission Street, Two UCD transformer vaults (one existing) in the sidewalk.",09/06/2016,ACTIVE,9109102,94103,,,1563 MISSION ST,415-967-7044,Jessica Salamy,,6007298.00814,2109653.17209,37.7731179367777,-122.418174198268,POINT (-122.418174198268 37.7731179367777)
16CN-0008,TREAT AVE,20TH ST,21ST ST,conformity,SIA Consulting,(415) 741-1292,,01/26/2016,ACTIVE,12686000,94110,,,2944 21ST ST,Refer to Agent,Mario Novoa,,6008589.5213,2103940.30162,37.7575043261529,-122.413302599521,POINT (-122.413302599521 37.7575043261529)
18WR-0094,NORTH POINT ST,BRODERICK ST,BAKER ST,Wireless,Verizon Wireless,415-989-1102,,11/20/2018,APPROVED,9703000,94123,11/20/2018,08/31/2029,3398 BAKER ST,Refer to Agent,,,5999322.39089,2120423.37988,37.8022379584476,-122.446537788194,POINT (-122.446537788194 37.8022379584476)
18EXC-3708,39TH AVE,GEARY BLVD,ANZA ST,Excavation,M Squared Construction,415-597-6690,"16- Inch and 8 -Inch ducitle iron water main installation, sewer replacement, and pavement renovation on Geary boulevard from 32nd to 48th Avenues",10/11/2018,APPROVED,1865000,94121,10/15/2018,11/29/2020,,Shane McCarthy 415-597-6690,Daniel Brugmann,,5983792.70456,2112084.59926,37.7784428630885,-122.499660523241,POINT (-122.499660523241 37.7784428630885)
16WR-0119,CALIFORNIA ST,LYON ST,PRESIDIO AVE,Wireless,Verizon Wireless,415-989-1102,,02/27/2017,APPROVED,3565000,94115,02/27/2017,11/30/2027,3150 CALIFORNIA ST,Refer to Agent,,,5999326.76752,2115046.26826,37.7874740884437,-122.44613564071,POINT (-122.44613564071 37.7874740884437)
17IE-0261,NATOMA ST,07TH ST,08TH ST,StrtImprov,S & H Concrete Construction,415-760-8090,"Install new curb cut. Remove and replace sidewalk, curb, and gutter per the approved plan and as directed by the Public Works inspector.",05/29/2019,APPROVED,9514000,94103,,02/13/2021,630 NATOMA ST,415-760-8090,,,6009485.49294,2111340.99778,37.7778751935895,-122.410726596613,POINT (-122.410726596613 37.7778751935895)
16WR-0178,04TH ST,JESSIE ST,MISSION ST,Wireless,AT&T Mobility,925-549-9671,,01/25/2017,APPROVED,251000,94103,01/25/2017,10/31/2027,88 04TH ST,Refer to Agent (925) 549-9671,,,6011288.28354,2113754.94251,37.784604235735,-122.40466005846,POINT (-122.40466005846 37.784604235735)
07IE-0777,BAKER ST,FILBERT ST,MILEY ST,StrtImprov,Gonzalez Concrete,(415) 822-8384,Remove and replace 12' of curb w/ 2 ft AC conform.  And 162 sq ft of sidewalk.,12/12/2007,ACTIVE,2632000,94123,,,2816 BAKER ST,,,,5999580.41924,2118548.04997,37.7971035392406,-122.445509960064,POINT (-122.445509960064 37.7971035392406)
15WR-0097,FRANCISCO ST,JONES ST,BRET HARTE TER,Wireless,"ExteNet Systems, Inc.",5042014632,,12/22/2015,APPROVED,5765000,94133,12/22/2015,09/30/2026,730 FRANCISCO ST,Nicole Mason 510-468-3802,,,6007813.76146,2120988.10954,37.8042699176135,-122.417193490835,POINT (-122.417193490835 37.8042699176135)
08IE-0439,JUDAH ST,41ST AVE,42ND AVE,StrtImprov,Quen Mak,(415) 368-1295,Relocate 1 driveway curb cut. Reconstruct concrete sidewalk & curb with min. 2' saw-cut / AC paving conform per City and County of San Francisco Standards. All work directed by DPW Inspector.,06/16/2009,ACTIVE,7678000,94122,,,3626 JUDAH ST,"Quen Mak, (415) 368-1295",Sonny Villanueva,,5983237.24425,2105656.76538,37.7607612691043,-122.501106500459,POINT (-122.501106500459 37.7607612691043)
16WR-0313,26TH ST,SAN JOSE AVE,GUERRERO ST,Wireless,"ExteNet Systems, Inc.",415-377-7826,,05/26/2017,APPROVED,1532000,94110,05/26/2017,02/29/2028,3612 26TH ST,"Matt Yergovich, 1-415-596-3474",,,6006153.62559,2100882.28116,37.7489706449616,-122.421509742266,POINT (-122.421509742266 37.7489706449616)
16WR-0445,HYDE ST,FULTON ST \ UNITED NATIONS PLZ,MCALLISTER ST,Wireless,"ExteNet Systems, Inc.",415-377-7826,,11/06/2017,APPROVED,7113000,94102,11/06/2017,08/31/2028,45 HYDE ST,"Joseph Camicia, 415-722-1183",,,6008159.50478,2112258.80795,37.7803208460941,-122.415378659212,POINT (-122.415378659212 37.7803208460941)
07IE-0489,LENOX WAY,TARAVAL ST,VERDUN WAY,StrtImprov,"KCA Engineers, Inc.",(415) 546-7111,One new driveway curbcut.,07/27/2007,ACTIVE,8306000,94127,,,5 LENOX WAY,,,,5993711.89948,2098899.13421,37.7428160491852,-122.464388983394,POINT (-122.464388983394 37.7428160491852)
01IE-460,27TH AVE,IRVING ST,JUDAH ST,StrtImprov,"Jason Chan, Architect",(415) 710-8896,"Sidewalk, new concrete curb (from joint to joint) saw-cut a minimum of 2’ of AC pavement and replace with 2 in. ACWS over 8 in. concrete base fronting the subject property.",08/31/2004,ACTIVE,1552000,94122,,,1326 27TH AVE,,Danny Burns,,5987761.8415,2106243.30358,37.7626363879486,-122.485501181615,POINT (-122.485501181615 37.7626363879486)
16WR-0321,25TH ST,TREAT AVE,LUCKY ST,Wireless,"ExteNet Systems, Inc.",415-377-7826,,08/30/2017,APPROVED,1431000,94110,08/30/2017,05/31/2028,1186 TREAT AVE,"Joseph Camicia, 415-722-1183",,,6008625.32405,2101623.70586,37.7511454873784,-122.413014984228,POINT (-122.413014984228 37.7511454873784)
07IE-0610,26TH ST,BRYANT ST,FLORIDA ST,StrtImprov,Gonzalez Concrete,(415) 822-8384,Reconstruct new curb and sidewalk to Cirty standards per NTR #34876 per city inspector.,09/20/2007,ACTIVE,1512000,94110,,,2980 26TH ST,,,,6009618.95593,2101073.27028,37.7496898413137,-122.409540041051,POINT (-122.409540041051 37.7496898413137)
15MSE-0322,WAWONA ST,46TH AVE,47TH AVE,MinorEnc,ARMANDO VASQUEZ,(415) 695-1236,"Temporary Shoring and/or TIE-Backs for proposed new 5 stories project, the shoring will be along, Sloat Blvd., 46th Avenue, Wawona Street and 47th Avenue fronting the subject property.",07/06/2015,ACTIVE,13500000,94116,,,2898 SLOAT BLVD,Refer to Agent,Jody Monahan,,5981988.79104,2096547.37218,37.7356760331069,-122.504749280285,POINT (-122.504749280285 37.7356760331069)
19EXC-00121,VERMONT ST,16TH ST,17TH ST,Excavation,"Precision Engineering, Inc.",415-802-6641,Various Locations Pavement Renovation No.37 and Sewer Replacement,03/05/2019,APPROVED,13211000,94103,03/08/2019,07/08/2020,,Juan Perez (415) 760-8744,Joseph Liu,,6011174.19111,2106730.82018,37.7653112392993,-122.404560156687,POINT (-122.404560156687 37.7653112392993)
15WR-0084,FILBERT ST,JASPER PL,KRAUSGRILL PL,Wireless,"ExteNet Systems, Inc.",5042014632,,12/17/2015,APPROVED,5501000,94133,12/17/2015,09/30/2026,566 FILBERT ST,Nicole Mason 510-468-3802,,,6010220.23064,2119948.77945,37.8015512620426,-122.408792305702,POINT (-122.408792305702 37.8015512620426)
07IE-0157,15TH AVE,GEARY BLVD,ANZA ST,StrtImprov,Patrick Buscovich & Associates,(415) 788-2708,"Recontruct new sidewalk with level landing, curb and curb cut per City Standards as directed by Inspector",05/01/2007,ACTIVE,609000,94118,,,411 15TH AVE,,Michael Pavich,,5991195.41075,2112595.2643,37.7802765989082,-122.474089301786,POINT (-122.474089301786 37.7802765989082)
18WR-0066,LINCOLN WAY,09TH AVE,10TH AVE,Wireless,"MODUS, INC",510-206-1674,,08/24/2018,APPROVED,8347101,94122,08/24/2018,05/31/2029,,Refer to Agent,,,5993140.21043,2107301.67541,37.7658542855323,-122.466976441685,POINT (-122.466976441685 37.7658542855323)
19EXC-00229,FONT BLVD,SERRANO DR,HOLLOWAY AVE \ TAPIA DR,Excavation,"Precision Engineering, Inc.",415-802-8666,2793J - Park Merced,04/05/2019,APPROVED,5721201,94132,04/22/2019,07/31/2020,,Juan Perez - 415 760 8744,Denny Phan,,5988923.92621,2090755.97275,37.7201798613521,-122.480348349939,POINT (-122.480348349939 37.7201798613521)
19EXC-01751,BAKER ST,PINE ST,CALIFORNIA ST,Excavation,"Esquivel Grading & Paving, Inc.",408-728-5247,Various Locations Pavement  Renovation No 39 and Sewer Replacement,04/25/2019,APPROVED,2620000,94115,04/28/2019,10/13/2021,,415-354-4870,Joseph Liu,,6000040.70425,2114920.33417,37.787169051022,-122.443656522025,POINT (-122.443656522025 37.787169051022)
07IE-0132,SAN JOSE AVE,ELIZABETH ST,24TH ST,StrtImprov,"Lewis M. Merlo, Inc.",(415) 346-1066,Repair broken curb and sidewalk to City stanadards per BSM inspector per NTR#33248.,02/27/2007,ACTIVE,11429000,94110,,,112 SAN JOSE AVE,,,,6006130.20372,2102252.05959,37.7527304217342,-122.421688013168,POINT (-122.421688013168 37.7527304217342)
17WR-0246,CESAR CHAVEZ ST,VALENCIA ST,GUERRERO ST,Wireless,"ExteNet Systems, Inc.",415-377-7826,,12/28/2017,APPROVED,2490201,94110,12/28/2017,09/30/2028,3555 CESAR CHAVEZ ST,415-722-1183,,,6006336.44871,2100501.81834,37.7479362874437,-122.420850530331,POINT (-122.420850530331 37.7479362874437)
03IE-727,MISSION ST,FOOTE AVE,NAGLEE AVE,StrtImprov,Transamerican Engineers,(415) 553-4092,"Reconstruct new curb, parking strip and sidewalk to City Standards.  Saw-cut 2' of AC gutter and replace with 2in ACWS on 8in concrete base as directed by BSM inspector.",01/13/2004,ACTIVE,9188000,94112,,,5530 MISSION ST,,Cheryl Duperrault,,5998994.55066,2087668.42767,37.7122822415813,-122.445315818969,POINT (-122.445315818969 37.7122822415813)
15WR-0383,STOCKTON ST,BROADWAY,VALLEJO ST,Wireless,"ExteNet Systems, Inc.",415-377-7826,,01/08/2016,APPROVED,12210000,94133,01/08/2016,10/31/2026,1338 STOCKTON ST,Nicole Mason 510-468-3802,,,6010256.79369,2118733.59733,37.7982167180327,-122.408580009454,POINT (-122.408580009454 37.7982167180327)
18EXC-6333,GEARY BLVD,FILLMORE ST,STEINER ST,Excavation,"JMB Construction, Inc.",(415) 740-0269,GEARY BLVD SEWER AND WATER IMPROVEMENTS,01/24/2019,ACTIVE,6041103,94118,01/28/2019,02/15/2021,3746 GEARY BLVD,415-740 0269,Marc Anthony Bura,,5995352.21757,2112920.9126,37.7814106569753,-122.459732679274,POINT (-122.459732679274 37.7814106569753)
17WR-0330,LAPU-LAPU ST,HARRISON ST,RIZAL ST,Wireless,"Mobilitie, LLC",650-814-0564,,05/04/2018,APPROVED,8116000,94107,05/04/2018,02/28/2029,29 RIZAL ST,Refer to Agent,,,6012787.83148,2112729.53306,37.7818723945009,-122.399400081844,POINT (-122.399400081844 37.7818723945009)
16WR-0532,MCALLISTER ST,DR CARLTON B GOODLETT PL \ POLK ST,VAN NESS AVE,Wireless,"ExteNet Systems, Inc.",415-377-7826,,11/07/2017,APPROVED,8894000,94102,11/07/2017,08/31/2028,460 MCALLISTER ST,Joe Camicia 1-415-722-1183,,,6006932.29234,2112271.9723,37.7802879408776,-122.419625099491,POINT (-122.419625099491 37.7802879408776)
19IE-00281,03RD ST,STEVENSON ST,JESSIE ST,StrtImprov,"A.R. Sanchez-Corea & Associates, Inc.",(415) 333-8080,"Remove and reconstruct sidewalk, per approved plan with 2' pavement conform and sidewalk conform as necessary as directed by the inspector.   Field inspection MANDATORY prior to excavation and pouring concrete, Call 554-7149 to schedule.  This permit is in conjunction with MSEs.",03/22/2019,APPROVED,164000,94103,06/16/2019,06/15/2021,706 MISSION ST,Refer to Agent,Mario Novoa,,6011914.84635,2114325.58433,37.7862060830296,-122.402532490158,POINT (-122.402532490158 37.7862060830296)
10SW-0037,SPARTA ST,ANKENY ST \ WARD ST,HARKNESS AVE,SpecSide,GREGORY CHOY,(925) 682-7003,Non-standard cross slopes at 3.5%,05/17/2011,ACTIVE,12043000,94134,,,23 SPARTA ST,Refer to Agent,Jody Monahan,,6011129.04346,2089451.52319,37.7178634747045,-122.40350053021,POINT (-122.40350053021 37.7178634747045)
19EXC-01141,BUENA VISTA AVE WEST,BUENA VISTA AVE \ WALLER ST,BUENA VISTA AVE \ HAIGHT ST,Excavation,A. Ruiz Construction Co.,(415)310-0157,Upper Haight Transit Improvements and Pedestrian Realm Project,05/31/2019,APPROVED,3371000,94117,06/03/2019,08/31/2021,,Refer to Agent 415-310-0157,Tiffany Montoya,,6000048.86804,2108673.96923,37.7700185963559,-122.443179486722,POINT (-122.443179486722 37.7700185963559)
18EXC-6333,GEARY BLVD,EMERSON ST,WOOD ST,Excavation,"JMB Construction, Inc.",(415) 740-0269,GEARY BLVD SEWER AND WATER IMPROVEMENTS,01/24/2019,ACTIVE,6047202,94118,01/28/2019,02/15/2021,3746 GEARY BLVD,415-740 0269,Marc Anthony Bura,,5995352.21757,2112920.9126,37.7814106569753,-122.459732679274,POINT (-122.459732679274 37.7814106569753)
15WR-0092,LOMBARD ST,SANSOME ST,MONTGOMERY ST,Wireless,"ExteNet Systems, Inc.",415-377-7826,,12/21/2015,APPROVED,8432000,94111,12/21/2015,09/30/2026,101 LOMBARD ST,Nicole Mason 510-468-3802,,,6011570.13784,2120743.20381,37.8038080745952,-122.40417693316,POINT (-122.40417693316 37.8038080745952)
12MSE-0129,DE HARO ST,SOUTHERN HEIGHTS AVE,22ND ST,MinorEnc,Earle Weiss,(415) 531-5270,2 new 30in tall planters/diverters (2 ft x 1.33 ft & 2 ft x 6 ft).  1 existing warped driveway.,06/01/2012,ACTIVE,4636000,94107,,,901 DE HARO ST,Refer to Agent,Amanda Moore,,6012205.49898,2104225.82861,37.7584906718956,-122.400817078688,POINT (-122.400817078688 37.7584906718956)
18EXC-3708,46TH AVE,GEARY BLVD,ANZA ST,Excavation,M Squared Construction,415-597-6690,"16- Inch and 8 -Inch ducitle iron water main installation, sewer replacement, and pavement renovation on Geary boulevard from 32nd to 48th Avenues",10/11/2018,APPROVED,2015000,94121,10/15/2018,11/29/2020,,Shane McCarthy 415-597-6690,Daniel Brugmann,,5981622.09195,2112006.8294,37.7781017251415,-122.50716358674,POINT (-122.50716358674 37.7781017251415)
18EXC-4330,07TH ST,MISSION ST,,Excavation,Bay Area Lightworks,415-822-2336,Contract 64 New Traffic Signals,01/17/2019,APPROVED,24315000,,02/01/2019,07/29/2020,,Jim Lau 415-822-2336,Bo Sousa,,6009434.75609,2111828.77571,37.7792116718106,-122.410936573983,POINT (-122.410936573983 37.7792116718106)
